,B,Bague_depaulement,C,C0,C2,D,D1,D3,Da_max,Da_min,Db_min,EF,Mass,Pu,Vmax,Vref,Y,b,b1,d,d1,da_max,da_min,db_min,e,h,kr,name,r12_min,r34_min,ra_max,rb_max,s_max
1186,0.023,0,73500.0,69500.0,0.0,0.09,0.07740000000000001,0.0,0.0824,0.0,0.0,0.059500000000000004,0.5,8800.0,942.477796076938,890.117918517108,0.6,0.0,0.0,0.05,0.0,0.0575,0.057,0.061,0.2,0.0,0.15,NUB_210_ECP,0.0011,0.0011,0.001,0.001,0.003
1187,0.031,0,122000.0,118000.0,0.0,0.12,0.1032,0.0,0.11059999999999999,0.0,0.0,0.0785,1.17,15600.0,701.6223593017205,659.7344572538566,0.4,0.0,0.0,0.065,0.0,0.076,0.074,0.081,0.3,0.0,0.15,NUB_213_ECJ,0.0015,0.0015,0.0015,0.0015,0.0055
1188,0.031,0,150000.0,156000.0,0.0,0.13,0.1133,0.0,0.1215,0.0,0.0,0.0885,1.39,20400.0,628.3185307179587,586.4306286700946,0.4,0.0,0.0,0.075,0.0,0.08600000000000001,0.084,0.091,0.3,0.0,0.15,NUB_215_ECJ,0.0015,0.0015,0.0015,0.0015,0.006200000000000001
1189,0.036000000000000004,0,190000.0,200000.0,0.0,0.15,0.13030000000000003,0.0,0.1385,0.0,0.0,0.1005,2.12,25000.0,555.0147021341968,502.6548245743669,0.4,0.0,0.0,0.085,0.0,0.098,0.096,0.10300000000000001,0.3,0.0,0.15,NUB_217_ECJ,0.002,0.002,0.002,0.002,0.0053
1190,0.046,0,285000.0,305000.0,0.0,0.18,0.15555000000000002,0.0,0.1675,0.0,0.0,0.11900000000000001,3.67,36500.0,471.238898038469,418.87902047863906,0.4,0.0,0.0,0.1,0.0,0.116,0.113,0.122,0.3,0.0,0.15,NUB_220_ECJ,0.0021000000000000003,0.0021000000000000003,0.002,0.002,0.0068
1191,0.053,0,335000.0,365000.0,0.0,0.2,0.17250000000000001,0.0,0.187,0.0,0.0,0.1325,5.22,42500.0,418.87902047863906,376.99111843077515,0.4,0.0,0.0,0.11,0.0,0.129,0.122,0.135,0.3,0.0,0.15,NUB_222_ECJ,0.0021000000000000003,0.0021000000000000003,0.002,0.002,0.0108
1192,0.12,0,952000.0,1370000.0,0.0,0.44,0.365,0.0,0.423,0.0,0.0,0.295,60.0,129000.0,230.3834612632515,167.55160819145564,0.0,0.0,0.0,0.24,0.0,0.28800000000000003,0.257,0.299,0.2,0.0,0.15,NUB_248_MA,0.004,0.0,0.003,0.0,0.026000000000000002
1193,0.022,0,68200.0,86500.0,0.0,0.13,0.114,0.0,0.123,0.0,0.0,0.0965,1.1,10800.0,942.477796076938,628.3185307179587,0.6,0.0,0.0,0.085,0.101,0.0,0.091,0.10400000000000001,0.2,0.0,0.15,NUP_1017_ML,0.0011,0.001,0.001,0.0,0.0
1194,0.128,0,3410000.0,6200000.0,0.0,0.92,0.837,0.0,0.892,0.0,0.0,0.7020000000000001,285.0,430000.0,89.0117918517108,65.97344572538566,0.6,0.0,0.0,0.63,0.731,0.0,0.658,0.737,0.2,0.0,0.1,NUP_10_630_ECMA_HA1,0.0075,0.0,0.006,0.0,0.0
1195,0.038,0,369000.0,710000.0,0.0,0.4,0.3759,0.0,0.389,0.0,0.0,0.341,11.7,60000.0,251.32741228718345,167.55160819145564,0.6,0.0,0.0,0.32,0.34900000000000003,0.0,0.321,0.34500000000000003,0.2,0.0,0.0,NUP_1864_ECMP,0.0021000000000000003,0.0015,0.002,0.0,0.0
1196,0.046,0,539000.0,1060000.0,0.0,0.48,0.448,0.0,0.47000000000000003,0.0,0.0,0.406,23.0,86500.0,136.1356816555577,136.1356816555577,0.6,0.0,0.0,0.38,0.41400000000000003,0.0,0.39,0.42,0.2,0.0,0.05,NUP_1876_ECM,0.0021000000000000003,0.0,0.002,0.0,0.0
1197,0.046,0,572000.0,1180000.0,0.0,0.5,0.464,0.0,0.488,0.0,0.0,0.423,22.5,96500.0,198.96753472735358,136.1356816555577,0.6,0.0,0.0,0.4,0.432,0.0,0.41000000000000003,0.438,0.2,0.0,0.1,NUP_1880_MP,0.0021000000000000003,0.0,0.002,0.0,0.0
1198,0.1,0,2640000.0,6550000.0,0.0,1.22,1.1460000000000001,0.0,1.196,0.0,0.0,1.053,269.0,400000.0,55.50147021341968,41.88790204786391,0.6,0.0,0.0,1.0,1.072,0.0,1.025,1.08,0.2,0.0,0.2,NUP_18_1000_MA_HB1,0.006,0.0,0.005,0.0,0.0
1199,0.09,0,1900000.0,3800000.0,0.0,0.8,0.74,0.0,0.782,0.0,0.0,0.649,140.0,275000.0,99.48376736367679,78.53981633974483,0.6,0.0,0.0,0.6,0.669,0.0,0.618,0.675,0.2,0.0,0.07,NUP_19_600_ECMA_HA1,0.005,0.0,0.004,0.0,0.0
1200,0.10300000000000001,0,2330000.0,4750000.0,0.0,0.9,0.8240000000000001,0.0,0.877,0.0,0.0,0.728,195.0,325000.0,89.0117918517108,65.97344572538566,0.6,0.0,0.0,0.67,0.75,0.0,0.6930000000000001,0.755,0.2,0.0,0.07,NUP_19_670_ECMA,0.006,0.0,0.005,0.0,0.0
1201,0.012,0,20000.0,14300.0,0.0,0.04,0.032350000000000004,0.0,0.036000000000000004,0.0,0.0,0.0221,0.072,1730.0,2303.8346126325146,2094.3951023931954,0.6,0.0,0.0,0.017,0.025,0.0,0.0207,0.027,0.2,0.0,0.15,NUP_203_ECP,0.0006,0.0003,0.0006,0.0,0.0
1202,0.014,0,28500.0,22000.0,0.0,0.047,0.0388,0.0,0.0417,0.0,0.0,0.0265,0.13,2750.0,3141.5926535897934,1780.235837034216,0.6,0.0,0.0,0.02,0.0297,0.0,0.025,0.031,0.2,0.0,0.23,NUP_204_ECML,0.001,0.0006,0.001,0.0,0.0
1203,0.014,0,28500.0,22000.0,0.0,0.047,0.03844,0.0,0.0417,0.0,0.0,0.0265,0.12,2750.0,1989.6753472735356,1780.235837034216,0.6,0.0,0.0,0.02,0.0297,0.0,0.025,0.031,0.2,0.0,0.15,NUP_204_ECP,0.001,0.0006,0.001,0.0,0.0
1204,0.014,0,28500.0,22000.0,0.0,0.047,0.0388,0.0,0.0417,0.0,0.0,0.0265,0.11,2750.0,2513.2741228718346,1780.235837034216,0.6,0.0,0.0,0.02,0.0297,0.0,0.025,0.031,0.2,0.0,0.23,NUP_204_ECPHA,0.001,0.0006,0.001,0.0,0.0
1205,0.015,0,32500.0,27000.0,0.0,0.052000000000000005,0.0438,0.0,0.0464,0.0,0.0,0.0315,0.17,3350.0,2722.713633111154,1570.7963267948967,0.6,0.0,0.0,0.025,0.0347,0.0,0.0299,0.036000000000000004,0.2,0.0,0.23,NUP_205_ECML,0.001,0.0006,0.001,0.0,0.0
1206,0.015,0,32500.0,27000.0,0.0,0.052000000000000005,0.0433,0.0,0.0464,0.0,0.0,0.0315,0.14,3350.0,1675.5160819145563,1570.7963267948967,0.6,0.0,0.0,0.025,0.0347,0.0,0.0299,0.036000000000000004,0.2,0.0,0.15,NUP_205_ECP,0.001,0.0006,0.001,0.0,0.0
1207,0.016,0,44000.0,36500.0,0.0,0.062,0.052450000000000004,0.0,0.0559,0.0,0.0,0.0375,0.24,4550.0,2303.8346126325146,1361.356816555577,0.6,0.0,0.0,0.03,0.0412,0.0,0.0353,0.043000000000000003,0.2,0.0,0.23,NUP_206_ECML,0.001,0.0006,0.001,0.0,0.0
1208,0.016,0,44000.0,36500.0,0.0,0.062,0.05195,0.0,0.0559,0.0,0.0,0.0375,0.21,4550.0,1466.0765716752367,1361.356816555577,0.6,0.0,0.0,0.03,0.0412,0.0,0.0353,0.043000000000000003,0.2,0.0,0.15,NUP_206_ECP,0.001,0.0006,0.001,0.0,0.0
1209,0.017,0,56000.0,48000.0,0.0,0.07200000000000001,0.060200000000000004,0.0,0.06509999999999999,0.0,0.0,0.044,0.32,6100.0,1256.6370614359173,1151.9173063162573,0.6,0.0,0.0,0.035,0.048100000000000004,0.0,0.0418,0.05,0.2,0.0,0.15,NUP_207_ECJ,0.0011,0.0006,0.001,0.0,0.0
1210,0.017,0,56000.0,48000.0,0.0,0.07200000000000001,0.060200000000000004,0.0,0.06509999999999999,0.0,0.0,0.044,0.36,6100.0,1256.6370614359173,1151.9173063162573,0.6,0.0,0.0,0.035,0.048100000000000004,0.0,0.0418,0.05,0.2,0.0,0.15,NUP_207_ECM,0.0011,0.0006,0.001,0.0,0.0
1211,0.017,0,56000.0,48000.0,0.0,0.07200000000000001,0.060700000000000004,0.0,0.06509999999999999,0.0,0.0,0.044,0.34,6100.0,1884.955592153876,1151.9173063162573,0.6,0.0,0.0,0.035,0.048100000000000004,0.0,0.0418,0.05,0.2,0.0,0.23,NUP_207_ECML,0.0011,0.0006,0.001,0.0,0.0
1212,0.017,0,56000.0,48000.0,0.0,0.07200000000000001,0.060200000000000004,0.0,0.06509999999999999,0.0,0.0,0.044,0.31,6100.0,1256.6370614359173,1151.9173063162573,0.6,0.0,0.0,0.035,0.048100000000000004,0.0,0.0418,0.05,0.2,0.0,0.15,NUP_207_ECP,0.0011,0.0006,0.001,0.0,0.0
1213,0.018000000000000002,0,62000.0,53000.0,0.0,0.08,0.0674,0.0,0.0728,0.0,0.0,0.0495,0.41,6700.0,1151.9173063162573,994.8376736367678,0.6,0.0,0.0,0.04,0.054,0.0,0.047,0.056,0.2,0.0,0.15,NUP_208_ECJ,0.0011,0.0011,0.001,0.0,0.0
1214,0.018000000000000002,0,62000.0,53000.0,0.0,0.08,0.0674,0.0,0.0728,0.0,0.0,0.0495,0.47,6700.0,1151.9173063162573,994.8376736367678,0.6,0.0,0.0,0.04,0.054,0.0,0.047,0.056,0.2,0.0,0.15,NUP_208_ECM,0.0011,0.0011,0.001,0.0,0.0
1215,0.018000000000000002,0,62000.0,53000.0,0.0,0.08,0.0679,0.0,0.0728,0.0,0.0,0.0495,0.45,6700.0,1675.5160819145563,994.8376736367678,0.6,0.0,0.0,0.04,0.054,0.0,0.047,0.056,0.2,0.0,0.23,NUP_208_ECML,0.0011,0.0011,0.001,0.0,0.0
1216,0.018000000000000002,0,62000.0,53000.0,0.0,0.08,0.0674,0.0,0.0728,0.0,0.0,0.0495,0.39,6700.0,1151.9173063162573,994.8376736367678,0.6,0.0,0.0,0.04,0.054,0.0,0.047,0.056,0.2,0.0,0.15,NUP_208_ECP,0.0011,0.0011,0.001,0.0,0.0
1217,0.019,0,69500.0,64000.0,0.0,0.085,0.0724,0.0,0.0776,0.0,0.0,0.0545,0.46,8150.0,994.8376736367678,942.477796076938,0.6,0.0,0.0,0.045,0.059000000000000004,0.0,0.052000000000000005,0.061,0.2,0.0,0.15,NUP_209_ECJ,0.0011,0.0011,0.001,0.0,0.0
1218,0.019,0,69500.0,64000.0,0.0,0.085,0.0724,0.0,0.0776,0.0,0.0,0.0545,0.52,8150.0,994.8376736367678,942.477796076938,0.6,0.0,0.0,0.045,0.059000000000000004,0.0,0.052000000000000005,0.061,0.2,0.0,0.15,NUP_209_ECM,0.0011,0.0011,0.001,0.0,0.0
1219,0.019,0,69500.0,64000.0,0.0,0.085,0.07295,0.0,0.0776,0.0,0.0,0.0545,0.52,8150.0,1570.7963267948967,942.477796076938,0.6,0.0,0.0,0.045,0.059000000000000004,0.0,0.052000000000000005,0.061,0.2,0.0,0.23,NUP_209_ECML,0.0011,0.0011,0.001,0.0,0.0
1220,0.019,0,69500.0,64000.0,0.0,0.085,0.0724,0.0,0.0776,0.0,0.0,0.0545,0.44,8150.0,994.8376736367678,942.477796076938,0.6,0.0,0.0,0.045,0.059000000000000004,0.0,0.052000000000000005,0.061,0.2,0.0,0.15,NUP_209_ECP,0.0011,0.0011,0.001,0.0,0.0
1221,0.019,0,69500.0,64000.0,0.0,0.085,0.0724,0.0,0.0776,0.0,0.0,0.0545,0.45,8150.0,994.8376736367678,942.477796076938,0.6,0.0,0.0,0.045,0.059000000000000004,0.0,0.052000000000000005,0.061,0.2,0.0,0.15,NUP_209_ECPH,0.0011,0.0011,0.001,0.0,0.0
1222,0.02,0,73500.0,69500.0,0.0,0.09,0.07740000000000001,0.0,0.0824,0.0,0.0,0.059500000000000004,0.52,8800.0,942.477796076938,890.117918517108,0.6,0.0,0.0,0.05,0.064,0.0,0.057,0.066,0.2,0.0,0.15,NUP_210_ECJ,0.0011,0.0011,0.001,0.0,0.0
1223,0.02,0,73500.0,69500.0,0.0,0.09,0.07795,0.0,0.0824,0.0,0.0,0.059500000000000004,0.52,8800.0,1466.0765716752367,890.117918517108,0.6,0.0,0.0,0.05,0.064,0.0,0.057,0.066,0.2,0.0,0.23,NUP_210_ECML,0.0011,0.0011,0.001,0.0,0.0
1224,0.02,0,73500.0,69500.0,0.0,0.09,0.07740000000000001,0.0,0.0824,0.0,0.0,0.059500000000000004,0.5,8800.0,942.477796076938,890.117918517108,0.6,0.0,0.0,0.05,0.064,0.0,0.057,0.066,0.2,0.0,0.15,NUP_210_ECP,0.0011,0.0011,0.001,0.0,0.0
1225,0.021,0,96500.0,95000.0,0.0,0.1,0.0856,0.0,0.09140000000000001,0.0,0.0,0.066,0.69,12200.0,837.7580409572781,785.3981633974483,0.6,0.0,0.0,0.055,0.0708,0.0,0.063,0.073,0.2,0.0,0.15,NUP_211_ECJ,0.0015,0.0011,0.0015,0.0,0.0
1226,0.021,0,96500.0,95000.0,0.0,0.1,0.0856,0.0,0.09140000000000001,0.0,0.0,0.066,0.78,12200.0,837.7580409572781,785.3981633974483,0.6,0.0,0.0,0.055,0.0708,0.0,0.063,0.073,0.2,0.0,0.15,NUP_211_ECM,0.0015,0.0011,0.0015,0.0,0.0
1227,0.021,0,96500.0,95000.0,0.0,0.1,0.08625000000000001,0.0,0.09140000000000001,0.0,0.0,0.066,0.72,12200.0,1361.356816555577,785.3981633974483,0.6,0.0,0.0,0.055,0.0708,0.0,0.063,0.073,0.2,0.0,0.23,NUP_211_ECML,0.0015,0.0011,0.0015,0.0,0.0
1228,0.021,0,96500.0,95000.0,0.0,0.1,0.0856,0.0,0.09140000000000001,0.0,0.0,0.066,0.68,12200.0,837.7580409572781,785.3981633974483,0.6,0.0,0.0,0.055,0.0708,0.0,0.063,0.073,0.2,0.0,0.15,NUP_211_ECP,0.0015,0.0011,0.0015,0.0,0.0
1229,0.022,0,108000.0,102000.0,0.0,0.11,0.095,0.0,0.101,0.0,0.0,0.07200000000000001,0.86,13400.0,785.3981633974483,701.6223593017205,0.6,0.0,0.0,0.06,0.0775,0.0,0.068,0.08,0.2,0.0,0.15,NUP_212_ECJ,0.0015,0.0015,0.0015,0.0,0.0
1230,0.022,0,108000.0,102000.0,0.0,0.11,0.095,0.0,0.101,0.0,0.0,0.07200000000000001,0.95,13400.0,785.3981633974483,701.6223593017205,0.6,0.0,0.0,0.06,0.0775,0.0,0.068,0.08,0.2,0.0,0.15,NUP_212_ECM,0.0015,0.0015,0.0015,0.0,0.0
1231,0.022,0,108000.0,102000.0,0.0,0.11,0.09565000000000001,0.0,0.101,0.0,0.0,0.07200000000000001,0.98,13400.0,1151.9173063162573,701.6223593017205,0.6,0.0,0.0,0.06,0.0775,0.0,0.068,0.08,0.2,0.0,0.23,NUP_212_ECML,0.0015,0.0015,0.0015,0.0,0.0
1232,0.022,0,108000.0,102000.0,0.0,0.11,0.095,0.0,0.101,0.0,0.0,0.07200000000000001,0.86,13400.0,785.3981633974483,701.6223593017205,0.6,0.0,0.0,0.06,0.0775,0.0,0.068,0.08,0.2,0.0,0.15,NUP_212_ECP,0.0015,0.0015,0.0015,0.0,0.0
1233,0.023,0,122000.0,118000.0,0.0,0.12,0.1032,0.0,0.11059999999999999,0.0,0.0,0.0785,1.13,15600.0,701.6223593017205,659.7344572538566,0.6,0.0,0.0,0.065,0.0844,0.0,0.076,0.08700000000000001,0.2,0.0,0.15,NUP_213_ECJ,0.0015,0.0015,0.0015,0.0,0.0
1234,0.023,0,122000.0,118000.0,0.0,0.12,0.1039,0.0,0.11059999999999999,0.0,0.0,0.0785,1.23,15600.0,1047.1975511965977,659.7344572538566,0.6,0.0,0.0,0.065,0.0844,0.0,0.076,0.08700000000000001,0.2,0.0,0.23,NUP_213_ECML,0.0015,0.0015,0.0015,0.0,0.0
1235,0.023,0,122000.0,118000.0,0.0,0.12,0.1032,0.0,0.11059999999999999,0.0,0.0,0.0785,1.06,15600.0,701.6223593017205,659.7344572538566,0.6,0.0,0.0,0.065,0.0844,0.0,0.076,0.08700000000000001,0.2,0.0,0.15,NUP_213_ECP,0.0015,0.0015,0.0015,0.0,0.0
1236,0.024,0,137000.0,137000.0,0.0,0.125,0.1083,0.0,0.1154,0.0,0.0,0.0835,1.35,18000.0,659.7344572538566,628.3185307179587,0.6,0.0,0.0,0.07,0.08940000000000001,0.0,0.079,0.092,0.2,0.0,0.15,NUP_214_ECM,0.0015,0.0015,0.0015,0.0,0.0
1237,0.024,0,137000.0,137000.0,0.0,0.125,0.10890000000000001,0.0,0.1154,0.0,0.0,0.0835,1.38,18000.0,1047.1975511965977,628.3185307179587,0.6,0.0,0.0,0.07,0.08940000000000001,0.0,0.079,0.092,0.2,0.0,0.23,NUP_214_ECML,0.0015,0.0015,0.0015,0.0,0.0
1238,0.024,0,137000.0,137000.0,0.0,0.125,0.1083,0.0,0.1154,0.0,0.0,0.0835,1.2,18000.0,659.7344572538566,628.3185307179587,0.6,0.0,0.0,0.07,0.08940000000000001,0.0,0.079,0.092,0.2,0.0,0.15,NUP_214_ECP,0.0015,0.0015,0.0015,0.0,0.0
1239,0.025,0,150000.0,156000.0,0.0,0.13,0.1133,0.0,0.1215,0.0,0.0,0.0885,1.35,20400.0,628.3185307179587,586.4306286700946,0.6,0.0,0.0,0.075,0.0943,0.0,0.084,0.097,0.2,0.0,0.15,NUP_215_ECJ,0.0015,0.0015,0.0015,0.0,0.0
1240,0.025,0,150000.0,156000.0,0.0,0.13,0.1133,0.0,0.1215,0.0,0.0,0.0885,1.47,20400.0,628.3185307179587,586.4306286700946,0.6,0.0,0.0,0.075,0.0943,0.0,0.084,0.097,0.2,0.0,0.15,NUP_215_ECM,0.0015,0.0015,0.0015,0.0,0.0
1241,0.025,0,150000.0,156000.0,0.0,0.13,0.1139,0.0,0.1215,0.0,0.0,0.0885,1.44,20400.0,994.8376736367678,586.4306286700946,0.6,0.0,0.0,0.075,0.0943,0.0,0.084,0.097,0.2,0.0,0.23,NUP_215_ECML,0.0015,0.0015,0.0015,0.0,0.0
1242,0.025,0,150000.0,156000.0,0.0,0.13,0.1133,0.0,0.1215,0.0,0.0,0.0885,1.32,20400.0,628.3185307179587,586.4306286700946,0.6,0.0,0.0,0.075,0.0943,0.0,0.084,0.097,0.2,0.0,0.15,NUP_215_ECP,0.0015,0.0015,0.0015,0.0,0.0
1243,0.026000000000000002,0,160000.0,166000.0,0.0,0.14,0.12240000000000001,0.0,0.12980000000000003,0.0,0.0,0.0953,1.78,21200.0,890.117918517108,555.0147021341968,0.6,0.0,0.0,0.08,0.101,0.0,0.09,0.10400000000000001,0.2,0.0,0.23,NUP_216_ECML,0.002,0.002,0.002,0.0,0.0
1244,0.026000000000000002,0,160000.0,166000.0,0.0,0.14,0.1217,0.0,0.12980000000000003,0.0,0.0,0.0953,1.57,21200.0,586.4306286700946,555.0147021341968,0.6,0.0,0.0,0.08,0.101,0.0,0.09,0.10400000000000001,0.2,0.0,0.15,NUP_216_ECP,0.002,0.002,0.002,0.0,0.0
1245,0.028,0,190000.0,200000.0,0.0,0.15,0.13030000000000003,0.0,0.1385,0.0,0.0,0.1005,1.98,25000.0,555.0147021341968,502.6548245743669,0.6,0.0,0.0,0.085,0.107,0.0,0.096,0.11,0.2,0.0,0.15,NUP_217_ECJ,0.002,0.002,0.002,0.0,0.0
1246,0.028,0,190000.0,200000.0,0.0,0.15,0.13105000000000003,0.0,0.1385,0.0,0.0,0.1005,2.15,25000.0,837.7580409572781,502.6548245743669,0.6,0.0,0.0,0.085,0.107,0.0,0.096,0.11,0.2,0.0,0.23,NUP_217_ECML,0.002,0.002,0.002,0.0,0.0
1247,0.028,0,190000.0,200000.0,0.0,0.15,0.13030000000000003,0.0,0.1385,0.0,0.0,0.1005,1.9,25000.0,555.0147021341968,502.6548245743669,0.6,0.0,0.0,0.085,0.107,0.0,0.096,0.11,0.2,0.0,0.15,NUP_217_ECP,0.002,0.002,0.002,0.0,0.0
1248,0.03,0,208000.0,220000.0,0.0,0.16,0.13845,0.0,0.149,0.0,0.0,0.107,2.83,27000.0,523.5987755982989,471.238898038469,0.6,0.0,0.0,0.09,0.114,0.0,0.101,0.117,0.2,0.0,0.15,NUP_218_ECM,0.002,0.002,0.002,0.0,0.0
1249,0.03,0,208000.0,220000.0,0.0,0.16,0.13925,0.0,0.149,0.0,0.0,0.107,2.8,27000.0,785.3981633974483,471.238898038469,0.6,0.0,0.0,0.09,0.114,0.0,0.101,0.117,0.2,0.0,0.23,NUP_218_ECML,0.002,0.002,0.002,0.0,0.0
1250,0.03,0,208000.0,220000.0,0.0,0.16,0.13845,0.0,0.149,0.0,0.0,0.107,2.44,27000.0,523.5987755982989,471.238898038469,0.6,0.0,0.0,0.09,0.114,0.0,0.101,0.117,0.2,0.0,0.15,NUP_218_ECP,0.002,0.002,0.002,0.0,0.0
1251,0.032,0,255000.0,265000.0,0.0,0.17,0.1474,0.0,0.15780000000000002,0.0,0.0,0.1125,3.36,32500.0,502.6548245743669,450.294947014537,0.6,0.0,0.0,0.095,0.12,0.0,0.107,0.123,0.2,0.0,0.15,NUP_219_ECM,0.0021000000000000003,0.0021000000000000003,0.002,0.0,0.0
1252,0.032,0,255000.0,265000.0,0.0,0.17,0.14815,0.0,0.15780000000000002,0.0,0.0,0.1125,3.24,32500.0,733.0382858376183,450.294947014537,0.6,0.0,0.0,0.095,0.12,0.0,0.107,0.123,0.2,0.0,0.23,NUP_219_ECML,0.0021000000000000003,0.0021000000000000003,0.002,0.0,0.0
1253,0.032,0,255000.0,265000.0,0.0,0.17,0.1474,0.0,0.15780000000000002,0.0,0.0,0.1125,2.9,32500.0,502.6548245743669,450.294947014537,0.6,0.0,0.0,0.095,0.12,0.0,0.107,0.123,0.2,0.0,0.15,NUP_219_ECP,0.0021000000000000003,0.0021000000000000003,0.002,0.0,0.0
1254,0.016,0,27500.0,21600.0,0.0,0.04,0.032350000000000004,0.0,0.036000000000000004,0.0,0.0,0.0221,0.097,2650.0,2303.8346126325146,2094.3951023931954,0.4,0.0,0.0,0.017,0.025,0.0,0.0207,0.027,0.3,0.0,0.2,NUP_2203_ECP,0.0006,0.0003,0.0006,0.0,0.0
1255,0.018000000000000002,0,39000.0,34000.0,0.0,0.052000000000000005,0.0433,0.0,0.0464,0.0,0.0,0.0315,0.17,4250.0,1675.5160819145563,1570.7963267948967,0.4,0.0,0.0,0.025,0.0347,0.0,0.0299,0.036000000000000004,0.3,0.0,0.2,NUP_2205_ECP,0.001,0.0006,0.001,0.0,0.0
1256,0.02,0,55000.0,49000.0,0.0,0.062,0.05195,0.0,0.0559,0.0,0.0,0.0375,0.27,6100.0,1466.0765716752367,1361.356816555577,0.4,0.0,0.0,0.03,0.0412,0.0,0.0353,0.043000000000000003,0.3,0.0,0.2,NUP_2206_ECP,0.001,0.0006,0.001,0.0,0.0
1257,0.023,0,69500.0,63000.0,0.0,0.07200000000000001,0.060200000000000004,0.0,0.06509999999999999,0.0,0.0,0.044,0.41,8150.0,1256.6370614359173,1151.9173063162573,0.4,0.0,0.0,0.035,0.048100000000000004,0.0,0.042,0.05,0.3,0.0,0.2,NUP_2207_ECP,0.0011,0.0006,0.001,0.0,0.0
1258,0.023,0,81500.0,75000.0,0.0,0.08,0.0674,0.0,0.0728,0.0,0.0,0.0495,0.52,9650.0,1151.9173063162573,994.8376736367678,0.4,0.0,0.0,0.04,0.054,0.0,0.047,0.056,0.3,0.0,0.2,NUP_2208_ECJ,0.0011,0.0011,0.001,0.0,0.0
1259,0.023,0,81500.0,75000.0,0.0,0.08,0.0674,0.0,0.0728,0.0,0.0,0.0495,0.51,9650.0,1151.9173063162573,994.8376736367678,0.4,0.0,0.0,0.04,0.054,0.0,0.047,0.056,0.3,0.0,0.2,NUP_2208_ECP,0.0011,0.0011,0.001,0.0,0.0
1260,0.023,0,85000.0,81500.0,0.0,0.085,0.0724,0.0,0.0776,0.0,0.0,0.0545,0.55,10600.0,994.8376736367678,942.477796076938,0.4,0.0,0.0,0.045,0.059000000000000004,0.0,0.052000000000000005,0.061,0.3,0.0,0.2,NUP_2209_ECP,0.0011,0.0011,0.001,0.0,0.0
1261,0.034,0,285000.0,305000.0,0.0,0.18,0.1564,0.0,0.1675,0.0,0.0,0.11900000000000001,4.01,36500.0,701.6223593017205,418.87902047863906,0.6,0.0,0.0,0.1,0.127,0.0,0.113,0.13,0.2,0.0,0.23,NUP_220_ECML,0.0021000000000000003,0.0021000000000000003,0.002,0.0,0.0
1262,0.034,0,285000.0,305000.0,0.0,0.18,0.15555000000000002,0.0,0.1675,0.0,0.0,0.11900000000000001,3.58,36500.0,471.238898038469,418.87902047863906,0.6,0.0,0.0,0.1,0.127,0.0,0.113,0.13,0.2,0.0,0.15,NUP_220_ECP,0.0021000000000000003,0.0021000000000000003,0.002,0.0,0.0
1263,0.023,0,90000.0,88000.0,0.0,0.09,0.07740000000000001,0.0,0.0824,0.0,0.0,0.059500000000000004,0.6,11400.0,942.477796076938,890.117918517108,0.4,0.0,0.0,0.05,0.064,0.0,0.057,0.066,0.3,0.0,0.2,NUP_2210_ECJ,0.0011,0.0011,0.001,0.0,0.0
1264,0.023,0,90000.0,88000.0,0.0,0.09,0.07795,0.0,0.0824,0.0,0.0,0.059500000000000004,0.68,11400.0,1466.0765716752367,890.117918517108,0.4,0.0,0.0,0.05,0.064,0.0,0.057,0.066,0.3,0.0,0.3,NUP_2210_ECML,0.0011,0.0011,0.001,0.0,0.0
1265,0.023,0,90000.0,88000.0,3.28,0.09,0.07740000000000001,0.08679,0.0824,0.0,0.0,0.059500000000000004,0.58,11400.0,942.477796076938,890.117918517108,0.4,0.0027,0.0,0.05,0.064,0.0,0.057,0.066,0.3,0.0,0.2,NUP_2210_ECNP,0.0011,0.0011,0.001,0.0,0.0
1266,0.023,0,90000.0,88000.0,0.0,0.09,0.07740000000000001,0.0,0.0824,0.0,0.0,0.059500000000000004,0.59,11400.0,942.477796076938,890.117918517108,0.4,0.0,0.0,0.05,0.064,0.0,0.057,0.066,0.3,0.0,0.2,NUP_2210_ECP,0.0011,0.0011,0.001,0.0,0.0
1267,0.025,0,114000.0,118000.0,0.0,0.1,0.0857,0.0,0.09140000000000001,0.0,0.0,0.066,0.81,15300.0,837.7580409572781,785.3981633974483,0.4,0.0,0.0,0.055,0.0708,0.0,0.063,0.073,0.3,0.0,0.2,NUP_2211_ECJ,0.0015,0.0011,0.0015,0.0,0.0
1268,0.025,0,114000.0,118000.0,0.0,0.1,0.08625000000000001,0.0,0.09140000000000001,0.0,0.0,0.066,0.92,15300.0,1361.356816555577,785.3981633974483,0.4,0.0,0.0,0.055,0.0708,0.0,0.063,0.073,0.3,0.0,0.3,NUP_2211_ECML,0.0015,0.0011,0.0015,0.0,0.0
1269,0.025,0,114000.0,118000.0,0.0,0.1,0.0857,0.0,0.09140000000000001,0.0,0.0,0.066,0.82,15300.0,837.7580409572781,785.3981633974483,0.4,0.0,0.0,0.055,0.0708,0.0,0.063,0.073,0.3,0.0,0.2,NUP_2211_ECP,0.0015,0.0011,0.0015,0.0,0.0
